representation,group,task_index,task_angle,action_index,action_angle,robust_common_action,controllable_modes_in_group,group_size
normal_2,normal2_1,15,3.926990816987241,117,4.084070449666731,False,27,32
normal_2,normal2_1,16,4.1887902047863905,125,4.363323129985824,False,28,32
normal_2,normal2_1,17,4.45058959258554,128,4.468042885105484,False,32,32
normal_2,normal2_1,18,4.71238898038469,136,4.747295565424577,False,32,32
normal_2,normal2_1,19,4.974188368183839,139,4.852015320544236,False,30,32
normal_2,normal2_1,20,5.235987755982988,146,5.096361415823442,False,28,32
normal_2,normal2_1,21,5.497787143782138,152,5.305800926062762,False,25,32
normal_2,normal2_1,22,5.759586531581287,137,4.782202150464463,True,22,32
normal_2,normal2_1,23,6.021385919380436,138,4.817108735504349,True,20,32
normal_4,normal4_0,0,0.0,29,1.0122909661567112,True,16,16
normal_4,normal4_0,1,0.2617993877991494,27,0.9424777960769379,True,16,16
normal_4,normal4_0,2,0.5235987755982988,22,0.767944870877505,True,16,16
normal_4,normal4_0,3,0.7853981633974483,18,0.6283185307179586,True,16,16
normal_4,normal4_0,4,1.0471975511965976,13,0.4537856055185257,True,16,16
normal_4,normal4_0,5,1.308996938995747,9,0.3141592653589793,True,16,16
normal_4,normal4_0,6,1.5707963267948966,9,0.3141592653589793,True,16,16
normal_4,normal4_0,7,1.832595714594046,16,0.5585053606381855,True,14,16
normal_4,normal4_0,8,2.0943951023931953,26,0.9075712110370514,True,11,16
normal_4,normal4_0,9,2.356194490192345,31,1.0821041362364843,True,10,16
normal_4,normal4_0,10,2.617993877991494,42,1.4660765716752369,True,6,16
normal_4,normal4_0,11,2.8797932657906435,48,1.6755160819145565,True,4,16
normal_4,normal4_0,12,3.141592653589793,55,1.9198621771937625,True,2,16
normal_4,normal4_0,13,3.4033920413889422,64,2.234021442552742,True,1,16
normal_4,normal4_0,14,3.665191429188092,0,0.0,True,0,16
normal_4,normal4_0,15,3.926990816987241,0,0.0,True,0,16
normal_4,normal4_0,16,4.1887902047863905,0,0.0,True,0,16
normal_4,normal4_0,17,4.45058959258554,0,0.0,True,0,16
normal_4,normal4_0,18,4.71238898038469,170,5.934119456780721,True,3,16
normal_4,normal4_0,19,4.974188368183839,174,6.073745796940266,True,4,16
normal_4,normal4_0,20,5.235987755982988,2,0.06981317007977318,True,8,16
normal_4,normal4_0,21,5.497787143782138,2,0.06981317007977318,False,10,16
normal_4,normal4_0,22,5.759586531581287,16,0.5585053606381855,True,12,16
normal_4,normal4_0,23,6.021385919380436,29,1.0122909661567112,True,16,16
normal_4,normal4_1,0,0.0,36,1.2566370614359172,False,2,16
normal_4,normal4_1,1,0.2617993877991494,38,1.3264502315156905,True,4,16
normal_4,normal4_1,2,0.5235987755982988,50,1.7453292519943295,True,8,16
normal_4,normal4_1,3,0.7853981633974483,45,1.5707963267948966,False,11,16
normal_4,normal4_1,4,1.0471975511965976,62,2.1642082724729685,True,12,16
normal_4,normal4_1,5,1.308996938995747,72,2.5132741228718345,True,16,16
normal_4,normal4_1,6,1.5707963267948966,72,2.5132741228718345,True,16,16
normal_4,normal4_1,7,1.832595714594046,71,2.478367537831948,True,16,16
normal_4,normal4_1,8,2.0943951023931953,68,2.3736477827122884,True,16,16
normal_4,normal4_1,9,2.356194490192345,64,2.234021442552742,True,16,16
normal_4,normal4_1,10,2.617993877991494,59,2.059488517353309,True,16,16
normal_4,normal4_1,11,2.8797932657906435,55,1.9198621771937625,True,16,16
normal_4,normal4_1,12,3.141592653589793,54,1.8849555921538759,True,16,16
normal_4,normal4_1,13,3.4033920413889422,60,2.0943951023931953,True,15,16
normal_4,normal4_1,14,3.665191429188092,70,2.443460952792061,True,12,16
normal_4,normal4_1,15,3.926990816987241,84,2.9321531433504737,True,8,16
normal_4,normal4_1,16,4.1887902047863905,84,2.9321531433504737,True,7,16
normal_4,normal4_1,17,4.45058959258554,94,3.2812189937493397,True,4,16
normal_4,normal4_1,18,4.71238898038469,100,3.490658503988659,True,2,16
normal_4,normal4_1,19,4.974188368183839,110,3.839724354387525,True,1,16
normal_4,normal4_1,20,5.235987755982988,0,0.0,True,0,16
normal_4,normal4_1,21,5.497787143782138,0,0.0,True,0,16
normal_4,normal4_1,22,5.759586531581287,0,0.0,True,0,16
normal_4,normal4_1,23,6.021385919380436,0,0.0,True,0,16
normal_4,normal4_2,0,0.0,144,5.026548245743669,True,2,16
normal_4,normal4_2,1,0.2617993877991494,0,0.0,True,0,16
normal_4,normal4_2,2,0.5235987755982988,0,0.0,True,0,16
normal_4,normal4_2,3,0.7853981633974483,0,0.0,True,0,16
normal_4,normal4_2,4,1.0471975511965976,0,0.0,True,0,16
normal_4,normal4_2,5,1.308996938995747,0,0.0,True,0,16
normal_4,normal4_2,6,1.5707963267948966,82,2.8623399732707004,False,4,16
normal_4,normal4_2,7,1.832595714594046,82,2.8623399732707004,True,4,16
normal_4,normal4_2,8,2.0943951023931953,94,3.2812189937493397,True,8,16
normal_4,normal4_2,9,2.356194490192345,90,3.141592653589793,False,12,16
normal_4,normal4_2,10,2.617993877991494,103,3.595378259108319,True,12,16
normal_4,normal4_2,11,2.8797932657906435,116,4.049163864626845,True,16,16
normal_4,normal4_2,12,3.141592653589793,116,4.049163864626845,True,16,16
normal_4,normal4_2,13,3.4033920413889422,115,4.014257279586958,True,16,16
normal_4,normal4_2,14,3.665191429188092,113,3.944444109507185,True,16,16
normal_4,normal4_2,15,3.926990816987241,109,3.8048177693476384,True,16,16
normal_4,normal4_2,16,4.1887902047863905,104,3.6302848441482056,True,16,16
normal_4,normal4_2,17,4.45058959258554,99,3.4557519189487724,True,16,16
normal_4,normal4_2,18,4.71238898038469,99,3.4557519189487724,True,16,16
normal_4,normal4_2,19,4.974188368183839,109,3.8048177693476384,True,14,16
normal_4,normal4_2,20,5.235987755982988,114,3.9793506945470716,True,12,16
normal_4,normal4_2,21,5.497787143782138,123,4.293509959906051,True,9,16
normal_4,normal4_2,22,5.759586531581287,132,4.60766922526503,True,6,16
normal_4,normal4_2,23,6.021385919380436,138,4.817108735504349,True,4,16
normal_4,normal4_3,0,0.0,143,4.991641660703783,True,16,16
normal_4,normal4_3,1,0.2617993877991494,153,5.340707511102648,True,14,16
normal_4,normal4_3,2,0.5235987755982988,159,5.550147021341968,True,12,16
normal_4,normal4_3,3,0.7853981633974483,176,6.14355896702004,False,10,16
normal_4,normal4_3,4,1.0471975511965976,176,6.14355896702004,True,7,16
normal_4,normal4_3,5,1.308996938995747,3,0.10471975511965978,True,4,16
normal_4,normal4_3,6,1.5707963267948966,12,0.4188790204786391,True,2,16
normal_4,normal4_3,7,1.832595714594046,0,0.0,True,0,16
normal_4,normal4_3,8,2.0943951023931953,0,0.0,True,0,16
normal_4,normal4_3,9,2.356194490192345,0,0.0,True,0,16
normal_4,normal4_3,10,2.617993877991494,0,0.0,True,0,16
normal_4,normal4_3,11,2.8797932657906435,0,0.0,True,0,16
normal_4,normal4_3,12,3.141592653589793,126,4.39822971502571,False,3,16
normal_4,normal4_3,13,3.4033920413889422,126,4.39822971502571,True,4,16
normal_4,normal4_3,14,3.665191429188092,137,4.782202150464463,True,8,16
normal_4,normal4_3,15,3.926990816987241,137,4.782202150464463,False,11,16
normal_4,normal4_3,16,4.1887902047863905,151,5.270894341022875,True,12,16
normal_4,normal4_3,17,4.45058959258554,161,5.619960191421741,True,16,16
normal_4,normal4_3,18,4.71238898038469,161,5.619960191421741,True,16,16
normal_4,normal4_3,19,4.974188368183839,161,5.619960191421741,True,16,16
normal_4,normal4_3,20,5.235987755982988,159,5.550147021341968,True,16,16
normal_4,normal4_3,21,5.497787143782138,154,5.375614096142535,True,16,16
normal_4,normal4_3,22,5.759586531581287,149,5.201081170943102,True,16,16
normal_4,normal4_3,23,6.021385919380436,143,4.991641660703783,True,16,16
normal_8,normal8_0,0,0.0,4,0.13962634015954636,True,8,8
normal_8,normal8_0,1,0.2617993877991494,7,0.24434609527920614,True,8,8
normal_8,normal8_0,2,0.5235987755982988,9,0.3141592653589793,True,8,8
normal_8,normal8_0,3,0.7853981633974483,9,0.3141592653589793,True,8,8
normal_8,normal8_0,4,1.0471975511965976,9,0.3141592653589793,True,8,8
normal_8,normal8_0,5,1.308996938995747,9,0.3141592653589793,True,8,8
normal_8,normal8_0,6,1.5707963267948966,9,0.3141592653589793,True,8,8
normal_8,normal8_0,7,1.832595714594046,16,0.5585053606381855,True,6,8
normal_8,normal8_0,8,2.0943951023931953,26,0.9075712110370514,True,3,8
normal_8,normal8_0,9,2.356194490192345,32,1.117010721276371,True,2,8
normal_8,normal8_0,10,2.617993877991494,0,0.0,True,0,8
normal_8,normal8_0,11,2.8797932657906435,0,0.0,True,0,8
normal_8,normal8_0,12,3.141592653589793,0,0.0,True,0,8
normal_8,normal8_0,13,3.4033920413889422,0,0.0,True,0,8
normal_8,normal8_0,14,3.665191429188092,0,0.0,True,0,8
normal_8,normal8_0,15,3.926990816987241,0,0.0,True,0,8
normal_8,normal8_0,16,4.1887902047863905,0,0.0,True,0,8
normal_8,normal8_0,17,4.45058959258554,0,0.0,True,0,8
normal_8,normal8_0,18,4.71238898038469,170,5.934119456780721,True,3,8
normal_8,normal8_0,19,4.974188368183839,174,6.073745796940266,True,4,8
normal_8,normal8_0,20,5.235987755982988,2,0.06981317007977318,True,8,8
normal_8,normal8_0,21,5.497787143782138,2,0.06981317007977318,True,8,8
normal_8,normal8_0,22,5.759586531581287,2,0.06981317007977318,True,8,8
normal_8,normal8_0,23,6.021385919380436,2,0.06981317007977318,True,8,8
normal_8,normal8_1,0,0.0,29,1.0122909661567112,True,8,8
normal_8,normal8_1,1,0.2617993877991494,29,1.0122909661567112,True,8,8
normal_8,normal8_1,2,0.5235987755982988,29,1.0122909661567112,True,8,8
normal_8,normal8_1,3,0.7853981633974483,29,1.0122909661567112,True,8,8
normal_8,normal8_1,4,1.0471975511965976,29,1.0122909661567112,True,8,8
normal_8,normal8_1,5,1.308996938995747,31,1.0821041362364843,True,8,8
normal_8,normal8_1,6,1.5707963267948966,31,1.0821041362364843,True,8,8
normal_8,normal8_1,7,1.832595714594046,31,1.0821041362364843,True,8,8
normal_8,normal8_1,8,2.0943951023931953,31,1.0821041362364843,True,8,8
normal_8,normal8_1,9,2.356194490192345,31,1.0821041362364843,True,8,8
normal_8,normal8_1,10,2.617993877991494,42,1.4660765716752369,True,6,8
normal_8,normal8_1,11,2.8797932657906435,48,1.6755160819145565,True,4,8
normal_8,normal8_1,12,3.141592653589793,55,1.9198621771937625,True,2,8
normal_8,normal8_1,13,3.4033920413889422,64,2.234021442552742,True,1,8
normal_8,normal8_1,14,3.665191429188092,0,0.0,True,0,8
normal_8,normal8_1,15,3.926990816987241,0,0.0,True,0,8
normal_8,normal8_1,16,4.1887902047863905,0,0.0,True,0,8
normal_8,normal8_1,17,4.45058959258554,0,0.0,True,0,8
normal_8,normal8_1,18,4.71238898038469,0,0.0,True,0,8
normal_8,normal8_1,19,4.974188368183839,0,0.0,True,0,8
normal_8,normal8_1,20,5.235987755982988,0,0.0,True,0,8
normal_8,normal8_1,21,5.497787143782138,11,0.3839724354387525,False,2,8
normal_8,normal8_1,22,5.759586531581287,16,0.5585053606381855,True,4,8
normal_8,normal8_1,23,6.021385919380436,29,1.0122909661567112,True,8,8
normal_8,normal8_2,0,0.0,36,1.2566370614359172,False,2,9
normal_8,normal8_2,1,0.2617993877991494,38,1.3264502315156905,True,4,9
normal_8,normal8_2,2,0.5235987755982988,50,1.7453292519943295,True,8,9
normal_8,normal8_2,3,0.7853981633974483,60,2.0943951023931953,True,9,9
normal_8,normal8_2,4,1.0471975511965976,60,2.0943951023931953,True,9,9
normal_8,normal8_2,5,1.308996938995747,60,2.0943951023931953,True,9,9
normal_8,normal8_2,6,1.5707963267948966,60,2.0943951023931953,True,9,9
normal_8,normal8_2,7,1.832595714594046,56,1.9547687622336491,True,9,9
normal_8,normal8_2,8,2.0943951023931953,54,1.8849555921538759,True,9,9
normal_8,normal8_2,9,2.356194490192345,54,1.8849555921538759,True,9,9
normal_8,normal8_2,10,2.617993877991494,54,1.8849555921538759,True,9,9
normal_8,normal8_2,11,2.8797932657906435,54,1.8849555921538759,True,9,9
normal_8,normal8_2,12,3.141592653589793,54,1.8849555921538759,True,9,9
normal_8,normal8_2,13,3.4033920413889422,60,2.0943951023931953,True,8,9
normal_8,normal8_2,14,3.665191429188092,70,2.443460952792061,True,5,9
normal_8,normal8_2,15,3.926990816987241,84,2.9321531433504737,True,1,9
normal_8,normal8_2,16,4.1887902047863905,0,0.0,True,0,9
normal_8,normal8_2,17,4.45058959258554,0,0.0,True,0,9
normal_8,normal8_2,18,4.71238898038469,0,0.0,True,0,9
normal_8,normal8_2,19,4.974188368183839,0,0.0,True,0,9
normal_8,normal8_2,20,5.235987755982988,0,0.0,True,0,9
normal_8,normal8_2,21,5.497787143782138,0,0.0,True,0,9
normal_8,normal8_2,22,5.759586531581287,0,0.0,True,0,9
normal_8,normal8_2,23,6.021385919380436,0,0.0,True,0,9
normal_8,normal8_3,0,0.0,0,0.0,True,0,7
normal_8,normal8_3,1,0.2617993877991494,0,0.0,True,0,7
normal_8,normal8_3,2,0.5235987755982988,0,0.0,True,0,7
normal_8,normal8_3,3,0.7853981633974483,56,1.9547687622336491,True,2,7
normal_8,normal8_3,4,1.0471975511965976,62,2.1642082724729685,True,3,7
normal_8,normal8_3,5,1.308996938995747,72,2.5132741228718345,True,7,7
normal_8,normal8_3,6,1.5707963267948966,72,2.5132741228718345,True,7,7
normal_8,normal8_3,7,1.832595714594046,72,2.5132741228718345,True,7,7
normal_8,normal8_3,8,2.0943951023931953,72,2.5132741228718345,True,7,7
normal_8,normal8_3,9,2.356194490192345,72,2.5132741228718345,True,7,7
normal_8,normal8_3,10,2.617993877991494,76,2.652900463031381,True,7,7
normal_8,normal8_3,11,2.8797932657906435,81,2.827433388230814,True,7,7
normal_8,normal8_3,12,3.141592653589793,84,2.9321531433504737,True,7,7
normal_8,normal8_3,13,3.4033920413889422,84,2.9321531433504737,True,7,7
normal_8,normal8_3,14,3.665191429188092,84,2.9321531433504737,True,7,7
normal_8,normal8_3,15,3.926990816987241,84,2.9321531433504737,True,7,7
normal_8,normal8_3,16,4.1887902047863905,84,2.9321531433504737,True,7,7
normal_8,normal8_3,17,4.45058959258554,94,3.2812189937493397,True,4,7
normal_8,normal8_3,18,4.71238898038469,100,3.490658503988659,True,2,7
normal_8,normal8_3,19,4.974188368183839,110,3.839724354387525,True,1,7
normal_8,normal8_3,20,5.235987755982988,0,0.0,True,0,7
normal_8,normal8_3,21,5.497787143782138,0,0.0,True,0,7
normal_8,normal8_3,22,5.759586531581287,0,0.0,True,0,7
normal_8,normal8_3,23,6.021385919380436,0,0.0,True,0,7
normal_8,normal8_4,0,0.0,0,0.0,True,0,9
normal_8,normal8_4,1,0.2617993877991494,0,0.0,True,0,9
normal_8,normal8_4,2,0.5235987755982988,0,0.0,True,0,9
normal_8,normal8_4,3,0.7853981633974483,0,0.0,True,0,9
normal_8,normal8_4,4,1.0471975511965976,0,0.0,True,0,9
normal_8,normal8_4,5,1.308996938995747,0,0.0,True,0,9
normal_8,normal8_4,6,1.5707963267948966,82,2.8623399732707004,False,4,9
normal_8,normal8_4,7,1.832595714594046,82,2.8623399732707004,True,4,9
normal_8,normal8_4,8,2.0943951023931953,94,3.2812189937493397,True,8,9
normal_8,normal8_4,9,2.356194490192345,106,3.7000980142279785,True,9,9
normal_8,normal8_4,10,2.617993877991494,106,3.7000980142279785,True,9,9
normal_8,normal8_4,11,2.8797932657906435,106,3.7000980142279785,True,9,9
normal_8,normal8_4,12,3.141592653589793,106,3.7000980142279785,True,9,9
normal_8,normal8_4,13,3.4033920413889422,102,3.5604716740684323,True,9,9
normal_8,normal8_4,14,3.665191429188092,99,3.4557519189487724,True,9,9
normal_8,normal8_4,15,3.926990816987241,99,3.4557519189487724,True,9,9
normal_8,normal8_4,16,4.1887902047863905,99,3.4557519189487724,True,9,9
normal_8,normal8_4,17,4.45058959258554,99,3.4557519189487724,True,9,9
normal_8,normal8_4,18,4.71238898038469,99,3.4557519189487724,True,9,9
normal_8,normal8_4,19,4.974188368183839,109,3.8048177693476384,True,7,9
normal_8,normal8_4,20,5.235987755982988,114,3.9793506945470716,True,5,9
normal_8,normal8_4,21,5.497787143782138,123,4.293509959906051,True,2,9
normal_8,normal8_4,22,5.759586531581287,0,0.0,True,0,9
normal_8,normal8_4,23,6.021385919380436,0,0.0,True,0,9
normal_8,normal8_5,0,0.0,144,5.026548245743669,True,2,7
normal_8,normal8_5,1,0.2617993877991494,0,0.0,True,0,7
normal_8,normal8_5,2,0.5235987755982988,0,0.0,True,0,7
normal_8,normal8_5,3,0.7853981633974483,0,0.0,True,0,7
normal_8,normal8_5,4,1.0471975511965976,0,0.0,True,0,7
normal_8,normal8_5,5,1.308996938995747,0,0.0,True,0,7
normal_8,normal8_5,6,1.5707963267948966,0,0.0,True,0,7
normal_8,normal8_5,7,1.832595714594046,0,0.0,True,0,7
normal_8,normal8_5,8,2.0943951023931953,0,0.0,True,0,7
normal_8,normal8_5,9,2.356194490192345,103,3.595378259108319,True,3,7
normal_8,normal8_5,10,2.617993877991494,103,3.595378259108319,True,3,7
normal_8,normal8_5,11,2.8797932657906435,116,4.049163864626845,True,7,7
normal_8,normal8_5,12,3.141592653589793,116,4.049163864626845,True,7,7
normal_8,normal8_5,13,3.4033920413889422,115,4.014257279586958,True,7,7
normal_8,normal8_5,14,3.665191429188092,115,4.014257279586958,True,7,7
normal_8,normal8_5,15,3.926990816987241,117,4.084070449666731,True,7,7
normal_8,normal8_5,16,4.1887902047863905,123,4.293509959906051,True,7,7
normal_8,normal8_5,17,4.45058959258554,125,4.363323129985824,True,7,7
normal_8,normal8_5,18,4.71238898038469,126,4.39822971502571,True,7,7
normal_8,normal8_5,19,4.974188368183839,126,4.39822971502571,True,7,7
normal_8,normal8_5,20,5.235987755982988,126,4.39822971502571,True,7,7
normal_8,normal8_5,21,5.497787143782138,126,4.39822971502571,True,7,7
normal_8,normal8_5,22,5.759586531581287,132,4.60766922526503,True,6,7
normal_8,normal8_5,23,6.021385919380436,138,4.817108735504349,True,4,7
normal_8,normal8_6,0,0.0,143,4.991641660703783,True,8,8
normal_8,normal8_6,1,0.2617993877991494,153,5.340707511102648,True,6,8
normal_8,normal8_6,2,0.5235987755982988,159,5.550147021341968,True,4,8
normal_8,normal8_6,3,0.7853981633974483,167,5.82939970166106,True,2,8
normal_8,normal8_6,4,1.0471975511965976,176,6.14355896702004,True,1,8
normal_8,normal8_6,5,1.308996938995747,0,0.0,True,0,8
normal_8,normal8_6,6,1.5707963267948966,0,0.0,True,0,8
normal_8,normal8_6,7,1.832595714594046,0,0.0,True,0,8
normal_8,normal8_6,8,2.0943951023931953,0,0.0,True,0,8
normal_8,normal8_6,9,2.356194490192345,0,0.0,True,0,8
normal_8,normal8_6,10,2.617993877991494,0,0.0,True,0,8
normal_8,normal8_6,11,2.8797932657906435,0,0.0,True,0,8
normal_8,normal8_6,12,3.141592653589793,126,4.39822971502571,False,3,8
normal_8,normal8_6,13,3.4033920413889422,126,4.39822971502571,True,4,8
normal_8,normal8_6,14,3.665191429188092,137,4.782202150464463,True,8,8
normal_8,normal8_6,15,3.926990816987241,137,4.782202150464463,True,8,8
normal_8,normal8_6,16,4.1887902047863905,137,4.782202150464463,True,8,8
normal_8,normal8_6,17,4.45058959258554,137,4.782202150464463,True,8,8
normal_8,normal8_6,18,4.71238898038469,139,4.852015320544236,True,8,8
normal_8,normal8_6,19,4.974188368183839,145,5.061454830783556,True,8,8
normal_8,normal8_6,20,5.235987755982988,144,5.026548245743669,True,8,8
normal_8,normal8_6,21,5.497787143782138,143,4.991641660703783,True,8,8
normal_8,normal8_6,22,5.759586531581287,143,4.991641660703783,True,8,8
normal_8,normal8_6,23,6.021385919380436,143,4.991641660703783,True,8,8
normal_8,normal8_7,0,0.0,166,5.794493116621174,True,8,8
normal_8,normal8_7,1,0.2617993877991494,166,5.794493116621174,True,8,8
normal_8,normal8_7,2,0.5235987755982988,166,5.794493116621174,True,8,8
normal_8,normal8_7,3,0.7853981633974483,166,5.794493116621174,True,8,8
normal_8,normal8_7,4,1.0471975511965976,176,6.14355896702004,True,6,8
normal_8,normal8_7,5,1.308996938995747,3,0.10471975511965978,True,4,8
normal_8,normal8_7,6,1.5707963267948966,12,0.4188790204786391,True,2,8
normal_8,normal8_7,7,1.832595714594046,0,0.0,True,0,8
normal_8,normal8_7,8,2.0943951023931953,0,0.0,True,0,8
normal_8,normal8_7,9,2.356194490192345,0,0.0,True,0,8
normal_8,normal8_7,10,2.617993877991494,0,0.0,True,0,8
normal_8,normal8_7,11,2.8797932657906435,0,0.0,True,0,8
normal_8,normal8_7,12,3.141592653589793,0,0.0,True,0,8
normal_8,normal8_7,13,3.4033920413889422,0,0.0,True,0,8
normal_8,normal8_7,14,3.665191429188092,0,0.0,True,0,8
normal_8,normal8_7,15,3.926990816987241,146,5.096361415823442,False,3,8
normal_8,normal8_7,16,4.1887902047863905,151,5.270894341022875,True,4,8
normal_8,normal8_7,17,4.45058959258554,161,5.619960191421741,True,8,8
normal_8,normal8_7,18,4.71238898038469,161,5.619960191421741,True,8,8
normal_8,normal8_7,19,4.974188368183839,161,5.619960191421741,True,8,8
normal_8,normal8_7,20,5.235987755982988,161,5.619960191421741,True,8,8
normal_8,normal8_7,21,5.497787143782138,162,5.654866776461628,True,8,8
normal_8,normal8_7,22,5.759586531581287,168,5.8643062867009474,True,8,8
normal_8,normal8_7,23,6.021385919380436,166,5.794493116621174,True,8,8
normal_16,normal16_0,0,0.0,2,0.06981317007977318,True,5,5
normal_16,normal16_0,1,0.2617993877991494,6,0.20943951023931956,True,5,5
normal_16,normal16_0,2,0.5235987755982988,9,0.3141592653589793,True,5,5
normal_16,normal16_0,3,0.7853981633974483,9,0.3141592653589793,True,5,5
normal_16,normal16_0,4,1.0471975511965976,9,0.3141592653589793,True,5,5
normal_16,normal16_0,5,1.308996938995747,9,0.3141592653589793,True,5,5
normal_16,normal16_0,6,1.5707963267948966,9,0.3141592653589793,True,5,5
normal_16,normal16_0,7,1.832595714594046,16,0.5585053606381855,True,3,5
normal_16,normal16_0,8,2.0943951023931953,26,0.9075712110370514,True,1,5
normal_16,normal16_0,9,2.356194490192345,0,0.0,True,0,5
normal_16,normal16_0,10,2.617993877991494,0,0.0,True,0,5
normal_16,normal16_0,11,2.8797932657906435,0,0.0,True,0,5
normal_16,normal16_0,12,3.141592653589793,0,0.0,True,0,5
normal_16,normal16_0,13,3.4033920413889422,0,0.0,True,0,5
normal_16,normal16_0,14,3.665191429188092,0,0.0,True,0,5
normal_16,normal16_0,15,3.926990816987241,0,0.0,True,0,5
normal_16,normal16_0,16,4.1887902047863905,0,0.0,True,0,5
normal_16,normal16_0,17,4.45058959258554,0,0.0,True,0,5
normal_16,normal16_0,18,4.71238898038469,170,5.934119456780721,True,3,5
