representation,group,task_index,task_angle,action_index,action_angle,robust_common_action,controllable_modes_in_group,group_size
normal8_mu2,normal8_1_mu0,0,0.0,29,1.0122909661567112,True,4,4
normal8_mu2,normal8_1_mu0,1,0.2617993877991494,29,1.0122909661567112,True,4,4
normal8_mu2,normal8_1_mu0,2,0.5235987755982988,29,1.0122909661567112,True,4,4
normal8_mu2,normal8_1_mu0,3,0.7853981633974483,29,1.0122909661567112,True,4,4
normal8_mu2,normal8_1_mu0,4,1.0471975511965976,29,1.0122909661567112,True,4,4
normal8_mu2,normal8_1_mu0,5,1.308996938995747,31,1.0821041362364843,True,4,4
normal8_mu2,normal8_1_mu0,6,1.5707963267948966,31,1.0821041362364843,True,4,4
normal8_mu2,normal8_1_mu0,7,1.832595714594046,31,1.0821041362364843,True,4,4
normal8_mu2,normal8_1_mu0,8,2.0943951023931953,31,1.0821041362364843,True,4,4
normal8_mu2,normal8_1_mu0,9,2.356194490192345,31,1.0821041362364843,True,4,4
normal8_mu2,normal8_1_mu0,10,2.617993877991494,42,1.4660765716752369,True,2,4
normal8_mu2,normal8_1_mu0,11,2.8797932657906435,48,1.6755160819145565,True,1,4
normal8_mu2,normal8_1_mu0,12,3.141592653589793,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,13,3.4033920413889422,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,14,3.665191429188092,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,15,3.926990816987241,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,16,4.1887902047863905,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,17,4.45058959258554,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,18,4.71238898038469,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,19,4.974188368183839,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,20,5.235987755982988,0,0.0,True,0,4
normal8_mu2,normal8_1_mu0,21,5.497787143782138,15,0.5235987755982988,True,1,4
normal8_mu2,normal8_1_mu0,22,5.759586531581287,16,0.5585053606381855,True,2,4
normal8_mu2,normal8_1_mu0,23,6.021385919380436,29,1.0122909661567112,True,4,4
normal8_mu2,normal8_1_mu1,0,0.0,24,0.8377580409572782,True,4,4
normal8_mu2,normal8_1_mu1,1,0.2617993877991494,24,0.8377580409572782,True,4,4
normal8_mu2,normal8_1_mu1,2,0.5235987755982988,24,0.8377580409572782,True,4,4
normal8_mu2,normal8_1_mu1,3,0.7853981633974483,27,0.9424777960769379,True,4,4
normal8_mu2,normal8_1_mu1,4,1.0471975511965976,33,1.1519173063162575,True,4,4
normal8_mu2,normal8_1_mu1,5,1.308996938995747,36,1.2566370614359172,True,4,4
normal8_mu2,normal8_1_mu1,6,1.5707963267948966,42,1.4660765716752369,True,4,4
normal8_mu2,normal8_1_mu1,7,1.832595714594046,43,1.5009831567151235,True,4,4
normal8_mu2,normal8_1_mu1,8,2.0943951023931953,43,1.5009831567151235,True,4,4
normal8_mu2,normal8_1_mu1,9,2.356194490192345,43,1.5009831567151235,True,4,4
normal8_mu2,normal8_1_mu1,10,2.617993877991494,43,1.5009831567151235,True,4,4
normal8_mu2,normal8_1_mu1,11,2.8797932657906435,51,1.7802358370342162,True,3,4
normal8_mu2,normal8_1_mu1,12,3.141592653589793,55,1.9198621771937625,True,2,4
normal8_mu2,normal8_1_mu1,13,3.4033920413889422,64,2.234021442552742,True,1,4
normal8_mu2,normal8_1_mu1,14,3.665191429188092,0,0.0,True,0,4
normal8_mu2,normal8_1_mu1,15,3.926990816987241,0,0.0,True,0,4
normal8_mu2,normal8_1_mu1,16,4.1887902047863905,0,0.0,True,0,4
normal8_mu2,normal8_1_mu1,17,4.45058959258554,0,0.0,True,0,4
normal8_mu2,normal8_1_mu1,18,4.71238898038469,0,0.0,True,0,4
normal8_mu2,normal8_1_mu1,19,4.974188368183839,0,0.0,True,0,4
normal8_mu2,normal8_1_mu1,20,5.235987755982988,0,0.0,True,0,4
normal8_mu2,normal8_1_mu1,21,5.497787143782138,11,0.3839724354387525,True,1,4
normal8_mu2,normal8_1_mu1,22,5.759586531581287,13,0.4537856055185257,True,2,4
normal8_mu2,normal8_1_mu1,23,6.021385919380436,24,0.8377580409572782,True,4,4
normal8_mu2,normal8_2_mu0,0,0.0,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,1,0.2617993877991494,38,1.3264502315156905,True,2,5
normal8_mu2,normal8_2_mu0,2,0.5235987755982988,50,1.7453292519943295,True,4,5
normal8_mu2,normal8_2_mu0,3,0.7853981633974483,60,2.0943951023931953,True,5,5
normal8_mu2,normal8_2_mu0,4,1.0471975511965976,60,2.0943951023931953,True,5,5
normal8_mu2,normal8_2_mu0,5,1.308996938995747,60,2.0943951023931953,True,5,5
normal8_mu2,normal8_2_mu0,6,1.5707963267948966,60,2.0943951023931953,True,5,5
normal8_mu2,normal8_2_mu0,7,1.832595714594046,56,1.9547687622336491,True,5,5
normal8_mu2,normal8_2_mu0,8,2.0943951023931953,54,1.8849555921538759,True,5,5
normal8_mu2,normal8_2_mu0,9,2.356194490192345,54,1.8849555921538759,True,5,5
normal8_mu2,normal8_2_mu0,10,2.617993877991494,54,1.8849555921538759,True,5,5
normal8_mu2,normal8_2_mu0,11,2.8797932657906435,54,1.8849555921538759,True,5,5
normal8_mu2,normal8_2_mu0,12,3.141592653589793,54,1.8849555921538759,True,5,5
normal8_mu2,normal8_2_mu0,13,3.4033920413889422,60,2.0943951023931953,True,4,5
normal8_mu2,normal8_2_mu0,14,3.665191429188092,70,2.443460952792061,True,2,5
normal8_mu2,normal8_2_mu0,15,3.926990816987241,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,16,4.1887902047863905,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,17,4.45058959258554,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,18,4.71238898038469,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,19,4.974188368183839,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,20,5.235987755982988,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,21,5.497787143782138,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,22,5.759586531581287,0,0.0,True,0,5
normal8_mu2,normal8_2_mu0,23,6.021385919380436,0,0.0,True,0,5
normal8_mu2,normal8_2_mu1,0,0.0,36,1.2566370614359172,False,2,4
normal8_mu2,normal8_2_mu1,1,0.2617993877991494,36,1.2566370614359172,True,2,4
normal8_mu2,normal8_2_mu1,2,0.5235987755982988,45,1.5707963267948966,True,4,4
normal8_mu2,normal8_2_mu1,3,0.7853981633974483,45,1.5707963267948966,True,4,4
normal8_mu2,normal8_2_mu1,4,1.0471975511965976,45,1.5707963267948966,True,4,4
normal8_mu2,normal8_2_mu1,5,1.308996938995747,45,1.5707963267948966,True,4,4
normal8_mu2,normal8_2_mu1,6,1.5707963267948966,49,1.710422666954443,True,4,4
normal8_mu2,normal8_2_mu1,7,1.832595714594046,54,1.8849555921538759,True,4,4
normal8_mu2,normal8_2_mu1,8,2.0943951023931953,60,2.0943951023931953,True,4,4
normal8_mu2,normal8_2_mu1,9,2.356194490192345,64,2.234021442552742,True,4,4
normal8_mu2,normal8_2_mu1,10,2.617993877991494,66,2.303834612632515,True,4,4
normal8_mu2,normal8_2_mu1,11,2.8797932657906435,66,2.303834612632515,True,4,4
normal8_mu2,normal8_2_mu1,12,3.141592653589793,66,2.303834612632515,True,4,4
normal8_mu2,normal8_2_mu1,13,3.4033920413889422,66,2.303834612632515,True,4,4
normal8_mu2,normal8_2_mu1,14,3.665191429188092,74,2.5830872929516078,True,3,4
normal8_mu2,normal8_2_mu1,15,3.926990816987241,84,2.9321531433504737,True,1,4
normal8_mu2,normal8_2_mu1,16,4.1887902047863905,0,0.0,True,0,4
normal8_mu2,normal8_2_mu1,17,4.45058959258554,0,0.0,True,0,4
normal8_mu2,normal8_2_mu1,18,4.71238898038469,0,0.0,True,0,4
normal8_mu2,normal8_2_mu1,19,4.974188368183839,0,0.0,True,0,4
normal8_mu2,normal8_2_mu1,20,5.235987755982988,0,0.0,True,0,4
normal8_mu2,normal8_2_mu1,21,5.497787143782138,0,0.0,True,0,4
normal8_mu2,normal8_2_mu1,22,5.759586531581287,0,0.0,True,0,4
normal8_mu2,normal8_2_mu1,23,6.021385919380436,0,0.0,True,0,4
normal8_mu2,normal8_3_mu0,0,0.0,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,1,0.2617993877991494,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,2,0.5235987755982988,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,3,0.7853981633974483,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,4,1.0471975511965976,62,2.1642082724729685,True,1,3
normal8_mu2,normal8_3_mu0,5,1.308996938995747,72,2.5132741228718345,True,3,3
normal8_mu2,normal8_3_mu0,6,1.5707963267948966,72,2.5132741228718345,True,3,3
normal8_mu2,normal8_3_mu0,7,1.832595714594046,72,2.5132741228718345,True,3,3
normal8_mu2,normal8_3_mu0,8,2.0943951023931953,72,2.5132741228718345,True,3,3
normal8_mu2,normal8_3_mu0,9,2.356194490192345,72,2.5132741228718345,True,3,3
normal8_mu2,normal8_3_mu0,10,2.617993877991494,76,2.652900463031381,True,3,3
normal8_mu2,normal8_3_mu0,11,2.8797932657906435,81,2.827433388230814,True,3,3
normal8_mu2,normal8_3_mu0,12,3.141592653589793,84,2.9321531433504737,True,3,3
normal8_mu2,normal8_3_mu0,13,3.4033920413889422,84,2.9321531433504737,True,3,3
normal8_mu2,normal8_3_mu0,14,3.665191429188092,84,2.9321531433504737,True,3,3
normal8_mu2,normal8_3_mu0,15,3.926990816987241,84,2.9321531433504737,True,3,3
normal8_mu2,normal8_3_mu0,16,4.1887902047863905,84,2.9321531433504737,True,3,3
normal8_mu2,normal8_3_mu0,17,4.45058959258554,94,3.2812189937493397,True,1,3
normal8_mu2,normal8_3_mu0,18,4.71238898038469,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,19,4.974188368183839,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,20,5.235987755982988,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,21,5.497787143782138,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,22,5.759586531581287,0,0.0,True,0,3
normal8_mu2,normal8_3_mu0,23,6.021385919380436,0,0.0,True,0,3
normal8_mu2,normal8_3_mu1,0,0.0,0,0.0,True,0,4
normal8_mu2,normal8_3_mu1,1,0.2617993877991494,0,0.0,True,0,4
normal8_mu2,normal8_3_mu1,2,0.5235987755982988,0,0.0,True,0,4
normal8_mu2,normal8_3_mu1,3,0.7853981633974483,56,1.9547687622336491,True,2,4
normal8_mu2,normal8_3_mu1,4,1.0471975511965976,56,1.9547687622336491,True,2,4
normal8_mu2,normal8_3_mu1,5,1.308996938995747,70,2.443460952792061,True,4,4
normal8_mu2,normal8_3_mu1,6,1.5707963267948966,70,2.443460952792061,True,4,4
normal8_mu2,normal8_3_mu1,7,1.832595714594046,70,2.443460952792061,True,4,4
normal8_mu2,normal8_3_mu1,8,2.0943951023931953,70,2.443460952792061,True,4,4
normal8_mu2,normal8_3_mu1,9,2.356194490192345,72,2.5132741228718345,True,4,4
normal8_mu2,normal8_3_mu1,10,2.617993877991494,79,2.7576202181510405,True,4,4
normal8_mu2,normal8_3_mu1,11,2.8797932657906435,80,2.792526803190927,True,4,4
normal8_mu2,normal8_3_mu1,12,3.141592653589793,86,3.001966313430247,True,4,4
normal8_mu2,normal8_3_mu1,13,3.4033920413889422,87,3.036872898470133,True,4,4
normal8_mu2,normal8_3_mu1,14,3.665191429188092,87,3.036872898470133,True,4,4
normal8_mu2,normal8_3_mu1,15,3.926990816987241,87,3.036872898470133,True,4,4
normal8_mu2,normal8_3_mu1,16,4.1887902047863905,87,3.036872898470133,True,4,4
normal8_mu2,normal8_3_mu1,17,4.45058959258554,94,3.2812189937493397,True,3,4
normal8_mu2,normal8_3_mu1,18,4.71238898038469,100,3.490658503988659,True,2,4
normal8_mu2,normal8_3_mu1,19,4.974188368183839,110,3.839724354387525,True,1,4
normal8_mu2,normal8_3_mu1,20,5.235987755982988,0,0.0,True,0,4
normal8_mu2,normal8_3_mu1,21,5.497787143782138,0,0.0,True,0,4
normal8_mu2,normal8_3_mu1,22,5.759586531581287,0,0.0,True,0,4
normal8_mu2,normal8_3_mu1,23,6.021385919380436,0,0.0,True,0,4
normal8_mu2,normal8_4_mu0,0,0.0,0,0.0,True,0,5
normal8_mu2,normal8_4_mu0,1,0.2617993877991494,0,0.0,True,0,5
normal8_mu2,normal8_4_mu0,2,0.5235987755982988,0,0.0,True,0,5
normal8_mu2,normal8_4_mu0,3,0.7853981633974483,0,0.0,True,0,5
normal8_mu2,normal8_4_mu0,4,1.0471975511965976,0,0.0,True,0,5
normal8_mu2,normal8_4_mu0,5,1.308996938995747,0,0.0,True,0,5
normal8_mu2,normal8_4_mu0,6,1.5707963267948966,82,2.8623399732707004,True,2,5
normal8_mu2,normal8_4_mu0,7,1.832595714594046,82,2.8623399732707004,True,2,5
normal8_mu2,normal8_4_mu0,8,2.0943951023931953,94,3.2812189937493397,True,4,5
normal8_mu2,normal8_4_mu0,9,2.356194490192345,106,3.7000980142279785,True,5,5
normal8_mu2,normal8_4_mu0,10,2.617993877991494,106,3.7000980142279785,True,5,5
normal8_mu2,normal8_4_mu0,11,2.8797932657906435,106,3.7000980142279785,True,5,5
normal8_mu2,normal8_4_mu0,12,3.141592653589793,106,3.7000980142279785,True,5,5
normal8_mu2,normal8_4_mu0,13,3.4033920413889422,102,3.5604716740684323,True,5,5
normal8_mu2,normal8_4_mu0,14,3.665191429188092,99,3.4557519189487724,True,5,5
normal8_mu2,normal8_4_mu0,15,3.926990816987241,99,3.4557519189487724,True,5,5
normal8_mu2,normal8_4_mu0,16,4.1887902047863905,99,3.4557519189487724,True,5,5
normal8_mu2,normal8_4_mu0,17,4.45058959258554,99,3.4557519189487724,True,5,5
normal8_mu2,normal8_4_mu0,18,4.71238898038469,99,3.4557519189487724,True,5,5
normal8_mu2,normal8_4_mu0,19,4.974188368183839,109,3.8048177693476384,True,3,5
normal8_mu2,normal8_4_mu0,20,5.235987755982988,114,3.9793506945470716,True,2,5
normal8_mu2,normal8_4_mu0,21,5.497787143782138,0,0.0,True,0,5
normal8_mu2,normal8_4_mu0,22,5.759586531581287,0,0.0,True,0,5
normal8_mu2,normal8_4_mu0,23,6.021385919380436,0,0.0,True,0,5
normal8_mu2,normal8_4_mu1,0,0.0,0,0.0,True,0,4
normal8_mu2,normal8_4_mu1,1,0.2617993877991494,0,0.0,True,0,4
normal8_mu2,normal8_4_mu1,2,0.5235987755982988,0,0.0,True,0,4
normal8_mu2,normal8_4_mu1,3,0.7853981633974483,0,0.0,True,0,4
normal8_mu2,normal8_4_mu1,4,1.0471975511965976,0,0.0,True,0,4
normal8_mu2,normal8_4_mu1,5,1.308996938995747,0,0.0,True,0,4
normal8_mu2,normal8_4_mu1,6,1.5707963267948966,80,2.792526803190927,True,2,4
normal8_mu2,normal8_4_mu1,7,1.832595714594046,80,2.792526803190927,True,2,4
normal8_mu2,normal8_4_mu1,8,2.0943951023931953,92,3.2114058236695664,True,4,4
normal8_mu2,normal8_4_mu1,9,2.356194490192345,92,3.2114058236695664,True,4,4
normal8_mu2,normal8_4_mu1,10,2.617993877991494,92,3.2114058236695664,True,4,4
normal8_mu2,normal8_4_mu1,11,2.8797932657906435,92,3.2114058236695664,True,4,4
normal8_mu2,normal8_4_mu1,12,3.141592653589793,94,3.2812189937493397,True,4,4
normal8_mu2,normal8_4_mu1,13,3.4033920413889422,100,3.490658503988659,True,4,4
normal8_mu2,normal8_4_mu1,14,3.665191429188092,106,3.7000980142279785,True,4,4
normal8_mu2,normal8_4_mu1,15,3.926990816987241,110,3.839724354387525,True,4,4
normal8_mu2,normal8_4_mu1,16,4.1887902047863905,110,3.839724354387525,True,4,4
normal8_mu2,normal8_4_mu1,17,4.45058959258554,110,3.839724354387525,True,4,4
normal8_mu2,normal8_4_mu1,18,4.71238898038469,110,3.839724354387525,True,4,4
normal8_mu2,normal8_4_mu1,19,4.974188368183839,110,3.839724354387525,True,4,4
normal8_mu2,normal8_4_mu1,20,5.235987755982988,118,4.118977034706618,True,3,4
normal8_mu2,normal8_4_mu1,21,5.497787143782138,123,4.293509959906051,True,2,4
normal8_mu2,normal8_4_mu1,22,5.759586531581287,0,0.0,True,0,4
normal8_mu2,normal8_4_mu1,23,6.021385919380436,0,0.0,True,0,4
normal8_mu2,normal8_5_mu0,0,0.0,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,1,0.2617993877991494,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,2,0.5235987755982988,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,3,0.7853981633974483,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,4,1.0471975511965976,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,5,1.308996938995747,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,6,1.5707963267948966,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,7,1.832595714594046,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,8,2.0943951023931953,0,0.0,True,0,3
normal8_mu2,normal8_5_mu0,9,2.356194490192345,103,3.595378259108319,True,1,3
normal8_mu2,normal8_5_mu0,10,2.617993877991494,103,3.595378259108319,True,1,3
normal8_mu2,normal8_5_mu0,11,2.8797932657906435,117,4.084070449666731,True,3,3
normal8_mu2,normal8_5_mu0,12,3.141592653589793,117,4.084070449666731,True,3,3
normal8_mu2,normal8_5_mu0,13,3.4033920413889422,117,4.084070449666731,True,3,3
normal8_mu2,normal8_5_mu0,14,3.665191429188092,117,4.084070449666731,True,3,3
normal8_mu2,normal8_5_mu0,15,3.926990816987241,116,4.049163864626845,True,3,3
normal8_mu2,normal8_5_mu0,16,4.1887902047863905,122,4.258603374866164,True,3,3
normal8_mu2,normal8_5_mu0,17,4.45058959258554,126,4.39822971502571,True,3,3
normal8_mu2,normal8_5_mu0,18,4.71238898038469,126,4.39822971502571,True,3,3
normal8_mu2,normal8_5_mu0,19,4.974188368183839,126,4.39822971502571,True,3,3
normal8_mu2,normal8_5_mu0,20,5.235987755982988,126,4.39822971502571,True,3,3
normal8_mu2,normal8_5_mu0,21,5.497787143782138,126,4.39822971502571,True,3,3
normal8_mu2,normal8_5_mu0,22,5.759586531581287,132,4.60766922526503,True,2,3
normal8_mu2,normal8_5_mu0,23,6.021385919380436,138,4.817108735504349,True,1,3
normal8_mu2,normal8_5_mu1,0,0.0,144,5.026548245743669,True,2,4
normal8_mu2,normal8_5_mu1,1,0.2617993877991494,0,0.0,True,0,4
normal8_mu2,normal8_5_mu1,2,0.5235987755982988,0,0.0,True,0,4
normal8_mu2,normal8_5_mu1,3,0.7853981633974483,0,0.0,True,0,4
normal8_mu2,normal8_5_mu1,4,1.0471975511965976,0,0.0,True,0,4
normal8_mu2,normal8_5_mu1,5,1.308996938995747,0,0.0,True,0,4
normal8_mu2,normal8_5_mu1,6,1.5707963267948966,0,0.0,True,0,4
normal8_mu2,normal8_5_mu1,7,1.832595714594046,0,0.0,True,0,4
normal8_mu2,normal8_5_mu1,8,2.0943951023931953,0,0.0,True,0,4
normal8_mu2,normal8_5_mu1,9,2.356194490192345,103,3.595378259108319,True,2,4
normal8_mu2,normal8_5_mu1,10,2.617993877991494,103,3.595378259108319,True,2,4
normal8_mu2,normal8_5_mu1,11,2.8797932657906435,114,3.9793506945470716,True,4,4
normal8_mu2,normal8_5_mu1,12,3.141592653589793,114,3.9793506945470716,True,4,4
normal8_mu2,normal8_5_mu1,13,3.4033920413889422,114,3.9793506945470716,True,4,4
normal8_mu2,normal8_5_mu1,14,3.665191429188092,114,3.9793506945470716,True,4,4
normal8_mu2,normal8_5_mu1,15,3.926990816987241,117,4.084070449666731,True,4,4
normal8_mu2,normal8_5_mu1,16,4.1887902047863905,123,4.293509959906051,True,4,4
normal8_mu2,normal8_5_mu1,17,4.45058959258554,125,4.363323129985824,True,4,4
normal8_mu2,normal8_5_mu1,18,4.71238898038469,131,4.572762640225143,True,4,4
normal8_mu2,normal8_5_mu1,19,4.974188368183839,134,4.6774823953448035,True,4,4
normal8_mu2,normal8_5_mu1,20,5.235987755982988,134,4.6774823953448035,True,4,4
normal8_mu2,normal8_5_mu1,21,5.497787143782138,134,4.6774823953448035,True,4,4
normal8_mu2,normal8_5_mu1,22,5.759586531581287,134,4.6774823953448035,True,4,4
normal8_mu2,normal8_5_mu1,23,6.021385919380436,139,4.852015320544236,True,3,4
normal8_mu2,normal8_6_mu0,0,0.0,143,4.991641660703783,True,4,4
normal8_mu2,normal8_6_mu0,1,0.2617993877991494,152,5.305800926062762,True,2,4
normal8_mu2,normal8_6_mu0,2,0.5235987755982988,159,5.550147021341968,True,1,4
normal8_mu2,normal8_6_mu0,3,0.7853981633974483,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,4,1.0471975511965976,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,5,1.308996938995747,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,6,1.5707963267948966,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,7,1.832595714594046,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,8,2.0943951023931953,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,9,2.356194490192345,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,10,2.617993877991494,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,11,2.8797932657906435,0,0.0,True,0,4
normal8_mu2,normal8_6_mu0,12,3.141592653589793,128,4.468042885105484,True,2,4
normal8_mu2,normal8_6_mu0,13,3.4033920413889422,128,4.468042885105484,True,2,4
normal8_mu2,normal8_6_mu0,14,3.665191429188092,138,4.817108735504349,True,4,4
normal8_mu2,normal8_6_mu0,15,3.926990816987241,138,4.817108735504349,True,4,4
normal8_mu2,normal8_6_mu0,16,4.1887902047863905,138,4.817108735504349,True,4,4
normal8_mu2,normal8_6_mu0,17,4.45058959258554,137,4.782202150464463,True,4,4
normal8_mu2,normal8_6_mu0,18,4.71238898038469,138,4.817108735504349,True,4,4
normal8_mu2,normal8_6_mu0,19,4.974188368183839,143,4.991641660703783,True,4,4
normal8_mu2,normal8_6_mu0,20,5.235987755982988,143,4.991641660703783,True,4,4
normal8_mu2,normal8_6_mu0,21,5.497787143782138,143,4.991641660703783,True,4,4
normal8_mu2,normal8_6_mu0,22,5.759586531581287,143,4.991641660703783,True,4,4
normal8_mu2,normal8_6_mu0,23,6.021385919380436,143,4.991641660703783,True,4,4
normal8_mu2,normal8_6_mu1,0,0.0,153,5.340707511102648,True,4,4
normal8_mu2,normal8_6_mu1,1,0.2617993877991494,153,5.340707511102648,True,4,4
normal8_mu2,normal8_6_mu1,2,0.5235987755982988,165,5.759586531581287,True,3,4
normal8_mu2,normal8_6_mu1,3,0.7853981633974483,167,5.82939970166106,True,2,4
normal8_mu2,normal8_6_mu1,4,1.0471975511965976,176,6.14355896702004,True,1,4
normal8_mu2,normal8_6_mu1,5,1.308996938995747,0,0.0,True,0,4
normal8_mu2,normal8_6_mu1,6,1.5707963267948966,0,0.0,True,0,4
normal8_mu2,normal8_6_mu1,7,1.832595714594046,0,0.0,True,0,4
normal8_mu2,normal8_6_mu1,8,2.0943951023931953,0,0.0,True,0,4
normal8_mu2,normal8_6_mu1,9,2.356194490192345,0,0.0,True,0,4
normal8_mu2,normal8_6_mu1,10,2.617993877991494,0,0.0,True,0,4
normal8_mu2,normal8_6_mu1,11,2.8797932657906435,0,0.0,True,0,4
normal8_mu2,normal8_6_mu1,12,3.141592653589793,125,4.363323129985824,True,1,4
normal8_mu2,normal8_6_mu1,13,3.4033920413889422,125,4.363323129985824,True,2,4
normal8_mu2,normal8_6_mu1,14,3.665191429188092,136,4.747295565424577,True,4,4
normal8_mu2,normal8_6_mu1,15,3.926990816987241,136,4.747295565424577,True,4,4
normal8_mu2,normal8_6_mu1,16,4.1887902047863905,136,4.747295565424577,True,4,4
normal8_mu2,normal8_6_mu1,17,4.45058959258554,136,4.747295565424577,True,4,4
normal8_mu2,normal8_6_mu1,18,4.71238898038469,139,4.852015320544236,True,4,4
normal8_mu2,normal8_6_mu1,19,4.974188368183839,145,5.061454830783556,True,4,4
normal8_mu2,normal8_6_mu1,20,5.235987755982988,149,5.201081170943102,True,4,4
normal8_mu2,normal8_6_mu1,21,5.497787143782138,153,5.340707511102648,True,4,4
normal8_mu2,normal8_6_mu1,22,5.759586531581287,153,5.340707511102648,True,4,4
normal8_mu2,normal8_6_mu1,23,6.021385919380436,153,5.340707511102648,True,4,4
normal8_mu2,normal8_7_mu0,0,0.0,166,5.794493116621174,True,4,4
normal8_mu2,normal8_7_mu0,1,0.2617993877991494,166,5.794493116621174,True,4,4
normal8_mu2,normal8_7_mu0,2,0.5235987755982988,166,5.794493116621174,True,4,4
normal8_mu2,normal8_7_mu0,3,0.7853981633974483,166,5.794493116621174,True,4,4
normal8_mu2,normal8_7_mu0,4,1.0471975511965976,176,6.14355896702004,True,2,4
normal8_mu2,normal8_7_mu0,5,1.308996938995747,3,0.10471975511965978,True,1,4
normal8_mu2,normal8_7_mu0,6,1.5707963267948966,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,7,1.832595714594046,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,8,2.0943951023931953,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,9,2.356194490192345,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,10,2.617993877991494,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,11,2.8797932657906435,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,12,3.141592653589793,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,13,3.4033920413889422,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,14,3.665191429188092,0,0.0,True,0,4
normal8_mu2,normal8_7_mu0,15,3.926990816987241,150,5.235987755982989,True,1,4
normal8_mu2,normal8_7_mu0,16,4.1887902047863905,151,5.270894341022875,True,2,4
normal8_mu2,normal8_7_mu0,17,4.45058959258554,161,5.619960191421741,True,4,4
normal8_mu2,normal8_7_mu0,18,4.71238898038469,161,5.619960191421741,True,4,4
normal8_mu2,normal8_7_mu0,19,4.974188368183839,161,5.619960191421741,True,4,4
normal8_mu2,normal8_7_mu0,20,5.235987755982988,161,5.619960191421741,True,4,4
normal8_mu2,normal8_7_mu0,21,5.497787143782138,161,5.619960191421741,True,4,4
normal8_mu2,normal8_7_mu0,22,5.759586531581287,166,5.794493116621174,True,4,4
normal8_mu2,normal8_7_mu0,23,6.021385919380436,166,5.794493116621174,True,4,4
normal8_mu2,normal8_7_mu1,0,0.0,176,6.14355896702004,True,4,4
normal8_mu2,normal8_7_mu1,1,0.2617993877991494,177,6.178465552059927,True,4,4
normal8_mu2,normal8_7_mu1,2,0.5235987755982988,177,6.178465552059927,True,4,4
normal8_mu2,normal8_7_mu1,3,0.7853981633974483,177,6.178465552059927,True,4,4
normal8_mu2,normal8_7_mu1,4,1.0471975511965976,177,6.178465552059927,True,4,4
normal8_mu2,normal8_7_mu1,5,1.308996938995747,5,0.17453292519943295,True,3,4
normal8_mu2,normal8_7_mu1,6,1.5707963267948966,12,0.4188790204786391,True,2,4
normal8_mu2,normal8_7_mu1,7,1.832595714594046,0,0.0,True,0,4
normal8_mu2,normal8_7_mu1,8,2.0943951023931953,0,0.0,True,0,4
normal8_mu2,normal8_7_mu1,9,2.356194490192345,0,0.0,True,0,4
normal8_mu2,normal8_7_mu1,10,2.617993877991494,0,0.0,True,0,4
