control,method,rows,success_rate,empty_intersection_rate,destroyed_episode_rate,mean_regret,mean_cost,refusal_rate,groups,bits,mean_group_size,max_group_size,raw_possible_cases
coarse_actions,ccsc_2x4,4,1.0,0.0,0.0,0.06212797623339311,1.0,0.0,24.25,5.0,2.650563607085346,5.0,627.25
coarse_actions,ccsc_6x8,4,1.0,0.0,0.0,0.0058194390031799355,1.0,0.0,52.25,6.0,1.2249637155297532,2.25,627.25
coarse_actions,ccsc_8x12,4,1.0,0.0,0.0,0.001214800031045248,1.0,0.0,61.0,6.0,1.0491803278688525,2.0,627.25
coarse_actions,contact_count,4,0.734574754468653,1.0,1.0,0.19694278714771005,2.061700982125388,0.0,1.0,0.0,64.0,64.0,627.25
coarse_actions,normal8_mu2,4,1.0,0.0,0.0,0.09937303688225717,1.0,0.0,8.0,3.0,8.0,9.0,627.25
coarse_actions,normal_4,4,1.0,0.0,0.0,0.17935721718482428,1.0,0.0,4.0,2.0,16.0,16.75,627.25
coarse_actions,prediction_4,4,1.0,0.0,0.0,0.035861327314932336,1.0,0.0,34.5,6.0,1.8584573878691526,6.5,627.25
coarse_actions,random_3,4,0.7720758774681651,0.6701388888888888,0.7056371696812106,0.19529474498666852,1.9116964901273397,0.0,8.0,3.0,8.0,8.0,627.25
coarse_actions,raw_mode,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,627.25
coarse_actions,safe_refusal_ccsc,4,1.0,0.0,0.0,0.0058194390031799355,1.0,0.0,52.25,6.0,1.2249637155297532,2.25,627.25
high_margin,ccsc_2x4,4,0.9990601503759399,0.0023584905660377358,0.002349624060150376,0.057264475641107884,1.0037593984962405,0.0,14.0,4.0,4.583150183150183,8.0,531.75
high_margin,ccsc_6x8,4,0.9995300751879699,0.002066115702479339,0.0009398496240601503,0.008597411554266979,1.0018796992481203,0.0,45.0,6.0,1.4229249011857708,3.0,531.75
high_margin,ccsc_8x12,4,0.9995300751879699,0.004310344827586207,0.0009398496240601503,0.0031710211585370476,1.0018796992481203,0.0,57.25,6.0,1.1187969924812031,2.75,531.75
high_margin,contact_count,4,0.7339173167700401,1.0,1.0,0.18556956498739294,2.0643307329198395,0.0,1.0,0.0,64.0,64.0,531.75
high_margin,normal8_mu2,4,0.9981273145550443,0.006289556962025317,0.006554399057344854,0.0874597494627157,1.0074907417798227,0.0,8.0,3.0,8.0,9.0,531.75
high_margin,normal_4,4,0.9929792093011331,0.03645833333333333,0.0500783313095753,0.16030411572560174,1.0280831627954676,0.0,4.0,2.0,16.0,16.75,531.75
high_margin,prediction_4,4,1.0,0.0,0.0,0.02798977373465167,1.0,0.0,32.0,5.25,2.006605222734255,6.75,531.75
high_margin,random_3,4,0.7244890410244964,0.6909722222222223,0.7487546149248687,0.1863524272370824,2.102043835902014,0.0,8.0,3.0,8.0,8.0,531.75
high_margin,raw_mode,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,531.75
high_margin,safe_refusal_ccsc,4,0.9990601503759399,0.002066115702479339,0.0009398496240601503,0.00885276023330938,1.0037593984962405,0.0009398496240601503,45.0,6.0,1.4229249011857708,3.0,531.75
noisy_labels,ccsc_2x4,4,0.7860557430930161,0.6757297551789077,0.6933726481913108,0.19195549744314844,1.8557770276279357,0.0,7.25,3.25,9.11111111111111,30.25,635.75
noisy_labels,ccsc_6x8,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,635.75
noisy_labels,ccsc_8x12,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,635.75
noisy_labels,contact_count,4,0.7224067021962868,1.0,1.0,0.20866514105051873,2.110373191214853,0.0,1.0,0.0,64.0,64.0,635.75
noisy_labels,normal8_mu2,4,0.9921460817032455,0.0329696873175134,0.026720068631851543,0.10173777632329734,1.031415673187018,0.0,8.0,3.0,8.0,8.0,635.75
noisy_labels,normal_4,4,0.9913629728161555,0.05661721227758963,0.03298493972857193,0.21761919182022493,1.0345481087353783,0.0,4.0,2.0,16.0,16.0,635.75
noisy_labels,prediction_4,4,0.9972477041822578,0.013070473354680054,0.008645051632575692,0.04102826712728773,1.011009183270969,0.0,31.25,5.0,2.0483870967741935,6.75,635.75
noisy_labels,random_3,4,0.8781255097021718,0.22395833333333334,0.2976159162281266,0.06867229307174465,1.4874979611913128,0.0,8.0,3.0,8.0,8.0,635.75
noisy_labels,raw_mode,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,635.75
noisy_labels,safe_refusal_ccsc,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,635.75
prediction_alias,ccsc_2x4,4,0.9980196403455897,0.007520497596833474,0.00713029937713482,0.06678222686498599,1.0079214386176412,0.0,19.75,5.0,3.246115288220551,9.5,629.75
prediction_alias,ccsc_6x8,4,1.0,0.0,0.0,0.006816872321404937,1.0,0.0,48.75,6.0,1.3157025992635722,4.0,629.75
prediction_alias,ccsc_8x12,4,1.0,0.0,0.0,0.0023581854282287793,1.0,0.0,55.5,6.0,1.154891414948978,3.0,629.75
prediction_alias,contact_count,4,0.7129914893197705,1.0,1.0,0.2122066728251359,2.148034042720918,0.0,1.0,0.0,64.0,64.0,629.75
prediction_alias,normal8_mu2,4,1.0,0.0,0.0,0.08558144243533462,1.0,0.0,8.0,3.0,8.0,8.0,629.75
prediction_alias,normal_4,4,1.0,0.0,0.0,0.19642125636735164,1.0,0.0,4.0,2.0,16.0,16.0,629.75
prediction_alias,prediction_4,4,1.0,0.0,0.0,0.03420584138955031,1.0,0.0,31.25,5.25,2.050439882697947,6.0,629.75
prediction_alias,random_3,4,0.8813060713252252,0.21180555555555558,0.27906688950992753,0.061991955957389294,1.4747757146990992,0.0,8.0,3.0,8.0,8.0,629.75
prediction_alias,raw_mode,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,629.75
prediction_alias,safe_refusal_ccsc,4,1.0,0.0,0.0,0.006816872321404937,1.0,0.0,48.75,6.0,1.3157025992635722,4.0,629.75
raw_identity_needed,ccsc_2x4,4,0.9995429616087752,0.0022522522522522522,0.0022851919561243145,0.06894153878313417,1.0018281535648994,0.0,15.0,4.0,4.266666666666667,9.0,549.75
raw_identity_needed,ccsc_6x8,4,1.0,0.0,0.0,0.00949217001410729,1.0,0.0,47.25,6.0,1.356442867001873,3.25,549.75
raw_identity_needed,ccsc_8x12,4,1.0,0.0,0.0,0.003410879542916103,1.0,0.0,58.5,6.0,1.095732908508488,3.75,549.75
raw_identity_needed,contact_count,4,0.7544498775988218,1.0,1.0,0.184944524344942,1.9822004896047127,0.0,1.0,0.0,64.0,64.0,549.75
raw_identity_needed,normal8_mu2,4,0.9990859232175503,0.0030864197530864196,0.003656307129798903,0.09647977103970534,1.0036563071297988,0.0,8.0,3.0,8.0,8.75,549.75
