control,method,rows,success_rate,empty_intersection_rate,destroyed_episode_rate,mean_regret,mean_cost,refusal_rate,groups,bits,mean_group_size,max_group_size,raw_possible_cases
raw_identity_needed,normal_4,4,0.9990859232175503,0.00510204081632653,0.003656307129798903,0.18064355469020285,1.0036563071297988,0.0,4.0,2.0,16.0,16.75,549.75
raw_identity_needed,prediction_4,4,0.9995429616087752,0.0022123893805309734,0.0013711151736745886,0.027315690591084935,1.0018281535648994,0.0,33.75,5.75,1.899134199134199,7.0,549.75
raw_identity_needed,random_3,4,0.7639912946649784,0.8177083333333334,0.856714680297101,0.1845653900942189,1.9440348213400864,0.0,8.0,3.0,8.0,8.0,549.75
raw_identity_needed,raw_mode,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,549.75
raw_identity_needed,safe_refusal_ccsc,4,1.0,0.0,0.0,0.00949217001410729,1.0,0.0,47.25,6.0,1.356442867001873,3.25,549.75
shared_action,ccsc_2x4,4,0.9977003783076847,0.030243161094224924,0.06699497125055467,0.015600136097861629,1.0091984867692618,0.0,4.0,2.0,16.0,41.25,761.0
shared_action,ccsc_6x8,4,0.9980284622971859,0.02659574468085106,0.05223162058504688,0.013790325151461858,1.0078861508112567,0.0,6.0,3.0,10.81904761904762,39.5,761.0
shared_action,ccsc_8x12,4,0.9977003783076847,0.01534545512935137,0.024964702689570392,0.007127772507144666,1.0091984867692618,0.0,10.25,4.0,6.286868686868687,16.0,761.0
shared_action,contact_count,4,0.9973722943181832,0.10416666666666666,0.09753235141756478,0.026291194982533957,1.0105108227272672,0.0,1.0,0.0,64.0,64.0,761.0
shared_action,normal8_mu2,4,0.9973722943181832,0.05208333333333333,0.07060260515870147,0.020635597626792422,1.0105108227272672,0.0,2.25,1.25,29.333333333333332,47.5,761.0
shared_action,normal_4,4,0.9973722943181832,0.10416666666666666,0.097204697420186,0.024207173671246474,1.0105108227272672,0.0,1.25,0.25,56.0,63.75,761.0
shared_action,prediction_4,4,0.9973722943181832,0.05208333333333333,0.05126630978601501,0.016403044306981883,1.0105108227272672,0.0,3.0,2.0,21.333333333333332,52.25,761.0
shared_action,random_3,4,0.9973722943181832,0.018229166666666664,0.01609129792017681,0.012238818711282986,1.0105108227272672,0.0,8.0,3.0,8.0,8.0,761.0
shared_action,raw_mode,4,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,761.0
shared_action,safe_refusal_ccsc,4,0.9477683794149532,0.02659574468085106,0.05223162058504688,0.02236407321057268,1.2089264823401875,0.05223162058504688,6.0,3.0,10.81904761904762,39.5,761.0
