family,method,rows,success_rate,empty_intersection_rate,destroyed_episode_rate,mean_regret,mean_cost,refusal_rate,groups,bits,mean_group_size,max_group_size,raw_possible_cases
family_g,ccsc_4x6,12,0.998751322391031,0.005373239745914005,0.004565786054078169,0.024362798138222327,1.0049947104358756,0.0,50.75,6.083333333333333,2.9048063670920516,8.416666666666666,1479.0
family_g,ccsc_6x8,12,0.9994750819605082,0.002274167619880385,0.0019020677299898044,0.011858304404624811,1.0020996721579671,0.0,76.91666666666667,6.666666666666667,1.9999200756340658,6.166666666666667,1479.0
family_g,ccsc_8x12,12,0.9996386375411107,0.0021340844401337568,0.0010176919707513001,0.0053045979726794494,1.001445449835557,0.0,102.83333333333333,6.833333333333333,1.440185860831069,5.166666666666667,1479.0
family_g,ccsc_greedy_6x8,12,0.9987832781923552,0.005009217667444661,0.0034506904735521465,0.010670417751989696,1.0048668872305788,0.0,77.41666666666667,6.75,1.950910293143985,5.833333333333333,1479.0
family_g,contact_count,12,0.72501240043268,1.0,1.0,0.2060116690343203,2.0999503982692795,0.0,1.0,0.0,149.33333333333334,149.33333333333334,1479.0
family_g,normal16_mu4,12,0.9971406845609049,0.01238199641312588,0.00932895869372411,0.03422395873642968,1.0114372617563794,0.0,27.75,4.916666666666667,5.536005213424569,7.833333333333333,1479.0
family_g,normal_8,12,0.9822359963377972,0.10049126593421603,0.06861619670484198,0.10744804668645137,1.0710560146488108,0.0,8.0,3.0,18.666666666666668,20.0,1479.0
family_g,prediction_6,12,0.9994079120951737,0.0028788618433049046,0.0016449256088425042,0.009611175081590151,1.0023683516193054,0.0,88.41666666666667,6.833333333333333,1.63632008114175,6.166666666666667,1479.0
family_g,raw_mode,12,1.0,0.0,0.0,0.0,1.0,0.0,149.33333333333334,7.0,1.0,1.0,1479.0
family_g,safe_refusal_ccsc,12,0.9980979322700102,0.002274167619880385,0.0019020677299898044,0.012211765950053763,1.0076082709199594,0.0019020677299898044,76.91666666666667,6.666666666666667,1.9999200756340658,6.166666666666667,1479.0
